,Tweet_stemm
317,"['hurt', 'hurt', 'angri', 'tamika', 'american', 'idol', 'woman', 'girl', 'ladi', 'upset', 'randi', 'jackson', 'say']"
318,"['worldwid', 'itun', 'song', 'chart', 'willow', 'peak', 'worldwid', 'appl', 'music', 'song', 'chart', 'willow', 'peak']"
319,"['term', 'hiphop', 'alway', 'use', 'loos', 'everyth', 'hiphop', 'like', 'said', 'rap', 'someth']"
320,"['charley', 'pride', 'trail', 'blazer', 'whose', 'remark', 'voic', 'gener', 'spirit', 'broke', 'barrier', 'countri', 'music']"
321,"['case', 'chri', 'cornel', 'import', 'voic', 'cover', 'album', 'sing', 'like', 'anymo']"
322,"['taylor', 'swift', 'music', 'legend', 'like', 'outsid', 'fandom', 'woman', 'cant', 'sing', 'perform']"
323,"['break', 'countri', 'music', 'legend', 'charley', 'pride', 'die']"
324,"['need', 'friend', 'music']"
325,"['band', 'peak', 'music', 'discoveri', 'grade']"
326,"['win', 'year', 'artist', 'award', 'fact', 'music', 'award']"
327,"['appar', 'mani', 'artist', 'go', 'home', 'finish', 'record', 'fact', 'music', 'award']"
328,"['press', 'photo', 'carpet', 'fact', 'music', 'award', 'btsxtma', '방탄소년단', 'htt']"
329,"['music', 'heaven', 'sash', 'togeth']"
330,"['countri', 'music', 'legend', 'charley', 'pride', 'die', 'covid', 'complic']"
331,"['congrat', 'win', 'year', 'artist', 'fact', 'music', 'award']"
332,"['someon', 'bunch', 'swifti', 'friend', 'must', 'admit', 'super', 'funni', 'boyfriend', 'beat']"
333,"['agre', 'thank', 'cultur', 'trend', 'music', 'danc', 'fashion', 'famili', 'icon']"
334,"['hear', 'pass', 'countri', 'music', 'icon', 'trailblaz', 'charley', 'pride', 'covid', 'complic']"
335,"['sick', 'honest', 'creatur', 'design', 'milkblood', 'music', 'video']"
336,"['retweet', 'want', 'learn', 'korean', 'head', 'amazon', 'music', 'youtub', 'channel', 'right', 'exclus', 'int']"
337,"['award', 'year', 'fact', 'music', 'award', 'year', 'artist', 'worldwid', 'icon', 'listen', 'choic', 'daesa']"
338,"['soul', 'session', 'keyshia', 'cole', 'playlist', 'avail', 'appl', 'music', 'spotifi', 'verzuz', 'appl', 'music']"
339,"['countri', 'music']"
340,"['legendari', 'countri', 'singer', 'charley', 'pride', 'die', 'complic', 'covid', 'repres', 'say']"
341,"['santa', 'make', 'first', 'visit', 'stretford', 'sunday', 'come', 'wave', 'hello', 'youll', 'hear', 'music', 'bell', 'dist']"
342,"['countri', 'singer', 'charley', 'pride', 'dead', 'coronaviru']"
343,"['music', 'gettin', 'harder', 'heem']"
344,"['think', 'music', 'avail', 'facebook', 'instagram', 'someday', 'avail']"
345,"['dress', 'serv', 'backdrop', 'well', 'thank', 'women', 'music', 'powerhous', 'award']"
346,"['music', 'bank', 'work', 'jaemin']"
347,"['mariah', 'carey', 'santa', 'offici', 'music', 'video', 'ariana', 'grand', 'jenni']"
348,"['countri', 'music', 'legend', 'charley', 'pride', 'die', 'today', 'covid', 'dalla', 'tragic', 'kiss', 'angel', 'good', 'morn']"
349,"['swear', 'hear', 'black', 'christma', 'music', 'make', 'love', 'life', 'whole', 'differ', 'level']"
350,"['dear', 'sorri', 'loss', 'dear', 'friend', 'charleyprid', 'grew', 'listen', 'charley']"
351,"['lindsay', 'lohan', 'night', 'music', 'video', 'youtub', 'enjoy']"
352,"['come', 'soon', 'first', 'singl', 'wait', 'featur', 'exec', 'prod', 'clubbang', 'danc']"
353,"['use', 'love', 'music', 'charley', 'pride', 'legend', 'lost', 'covid']"
354,"['cool', 'georg', 'strait', 'sang', 'dean', 'dillon', 'wrote', 'induct', 'countri', 'music']"
355,"['congratul', 'win', 'year', 'artist', 'prize', 'fact', 'music', 'award', 'monstax', '몬스타엑스']"
356,"['housee', 'motherfucka', 'music']"
357,"['like', 'best', 'music', 'listen', 'dont', 'wanna', 'fight', 'tina', 'turner']"
358,"['great', 'favourit', 'mine', 'gari', 'like', 'reev', 'music', 'live']"
359,"['anyon', 'look', 'chill', 'relax', 'place', 'hangout', 'make', 'awesom', 'friend', 'vibe', 'music', 'room', 'enjoy', 'movi', 'night']"
360,"['abeg', 'stream', 'music', 'tell', 'friend', 'beg', 'rose']"
361,"['guess', 'drop', 'music']"
362,"['melodi', 'human', 'beauti', 'crosscultur', 'music', 'video', 'commun', 'refuge', 'welcom', 'centr']"
363,"['jhene', 'aiko', 'make', 'beauti', 'music']"
364,"['heechul', 'join', 'perform', 'super', 'junior', 'fact', 'music', 'award', 'remind', 'idol', 'supe']"
365,"['okay', 'school', 'ladi', 'play', 'music', 'live', 'know', 'like', 'back', 'april']"
366,"['photo', 'press', 'pic', 'stray', 'kid', 'fact', 'music', 'award', '스트레이키즈', 'straykid', 'straykidsgal']"
367,"['record', 'store', 'year', 'enough', 'appreci', 'music', 'anoth', 'great', 'loss']"
368,"['there', 'fetish', 'everyth']"
369,"['sound', 'prepar', 'superior', 'form', 'music', 'offici', 'battl', 'queen', 'theme', 'order']"
370,"['chart', 'beatport', 'melodictechno']"
371,"['dope', 'hope', 'realli', 'know', 'music', 'sound', 'travel']"
372,"['spotifi', 'podcast', 'music', 'track', 'step', 'appl', 'watch']"
373,"['listen', 'music', 'thru', 'speaker', 'consider', 'listen', 'music', 'headphon']"
374,"['japanes', 'music', 'kinda', 'slap', 'understand', 'word']"
375,"['anew', 'itsthetwitchstream', 'music', 'playlist', 'music', 'punk', 'rock']"
376,"['peopl', 'forget', 'whole', 'verzuz', 'thing', 'start', 'impromptu', 'organ', 'live', 'timbaland', 'swizz', 'bea']"
377,"['lmfao', 'stop', 'listen', 'music', 'censor', 'word', 'right']"
378,"['super', 'junior', 'becom', 'award', 'artist', 'year', 'fact', 'music', 'award', 'tie']"
379,"['made', 'music', 'shit', 'want', 'anybodi', 'livin', 'name', 'show', 'tho']"
380,"['good', 'hope', 'english', 'translat', 'purchas', 'ticket', 'opportun']"
381,"['music', 'soul', 'heard', 'univers']"
382,"['fing', 'covid', 'along', 'hundr', 'thousand', 'death', 'fault']"
383,"['cover', 'charley', 'pride', 'countri', 'music', 'legend', 'grammi', 'winner', 'dalla', 'resid', 'sent', 'memorab']"
384,"['music', 'video', 'surpass', 'million', 'view', 'youtubethi', 'davido', 'third', 'song', 'cross', 'view']"
385,"['jennif', 'lopez', 'pay', 'tribut', 'famili', 'fete', 'billboard', 'women', 'music', 'event']"
386,"['might', 'aswel', 'music', 'complet']"
387,"['know', 'think', 'weird', 'sit', 'listen', 'music', 'lmao', 'tire']"
388,"['damn', 'felt']"
389,"['like', 'holiday', 'music']"
390,"['latenight', 'pajama', 'jam', 'music', 'djsanto']"
391,"['need', 'music', 'video']"
392,"['biggest', 'ever', 'even', 'like', 'juic', 'music']"
393,"['nowplay', 'there', 'place', 'like', 'home', 'holiday']"
394,"['keyshia', 'music', 'better', 'passsion', 'pain', 'ashanti']"
395,"['next', 'leader', 'award', 'year', 'danc', 'perform', 'fact', 'music', 'award', 'hope']"
396,"['hanbin', 'carpet', 'fact', 'music', 'award', 'last', 'year', 'ハンビン', 'hanbin', 'kimhanbin']"
397,"['realiz', 'make', 'seem', 'like', 'dont', 'good', 'music']"
398,"['congratul', 'receiv', 'life', 'goe', 'music', 'core', 'lifegoesonthwin']"
399,"['whing', 'past', 'relationship', 'forgot', 'much', 'love', 'sade', 'music', 'talent', 'ooz', 'class', 'sophi']"
400,"['alway', 'msat', 'back', 'corner', 'coffe', 'hand', 'music']"
401,"['play', 'african', 'affair', 'radio', 'kofi', 'kinaata', 'castro', 'asamoah', 'gyan', 'tune']"
402,"['play', 'african', 'affair', 'radio', 'kofi', 'kinaata', 'castro', 'asamoah', 'gyan', 'tune', 'live']"
403,"['girl', 'music']"
404,"['guyss', 'pleas', 'vote', 'treasur', 'seoul', 'music', 'award', 'rooki', 'year', 'categori']"
405,"['music', 'video', 'kasapreko', 'high', 'tabl', 'real', 'wed', 'anka', 'love', 'show']"
406,"['buzz', 'announc', 'singl', 'getaway', 'releas', 'music', 'video', 'absolut', 'beauti']"
407,"['even', 'music', 'persona', 'guitarbass', 'solo']"
408,"['attent', 'artist', 'seriou', 'get', 'game', 'want', 'shoot', 'video', 'phantomfilm']"
409,"['gaysplain', 'music']"
410,"['parti', 'like', 'britney', 'spear', 'backstreet', 'boy', 'team', 'track', 'listen', 'match']"
411,"['model', 'thank', 'jimin', 'chose', 'music']"
412,"['smell', 'certain', 'time', 'year', 'music']"
413,"['fish', 'industri', 'annual', 'worth', 'billion', 'subsidi', 'music', 'industri', 'annual']"
414,"['music', 'bank', 'ningn']"
415,"['view', 'go', 'need', 'music', 'though']"
416,"['love', 'music']"
417,"['lemm', 'know', 'need', 'recommend', 'loud', 'music']"
418,"['charley', 'pride', 'hero', 'trailblaz', 'countri', 'music', 'everyon', 'pleasur', 'know', 'charley', 'love']"
419,"['sick', 'team', 'behind', 'music', 'video', 'geniu']"
420,"['congratul', 'super', 'junior', 'winner', 'popular', 'award', 'fact', 'music', 'award', 'superjuniorontma', 'superj']"
421,"['grabthefir', 'merch', 'avail', 'decemb', 'take']"
422,"['base', 'imag', 'think', 'music', 'sound', 'like']"
423,"['congratul', 'boyz', 'win', 'global', 'hottest', 'fact', 'music', 'award']"
424,"['tri', 'tell', 'peer', 'forev', 'histori', 'repeat', 'folk', 'forget', 'music', 'experienc']"
425,"['without', 'music', 'like', 'year', 'without', 'season', 'music', 'bliss', 'therapi', 'self', 'care', 'holi', 'night']"
426,"['edg', 'play', 'walkmen']"
427,"['sister', 'super', 'picki', 'music', 'like', 'bodi', 'crime', 'ivi']"
428,"['monthli', 'listen', 'updat', 'world', 'keep', 'sharingstreamin']"
429,"['music', 'bring', 'peopl', 'togeth', 'orlean', 'bounc']"
430,"['charleyprid', 'thank', 'great', 'music', 'fuckcovid']"
431,"['moon', 'danc', 'fact', 'music', 'award']"
432,"['relax', 'good', 'pour', 'someth', 'roll', 'someth', 'press', 'play']"
433,"['gamer', 'folk', 'favorit', 'small', 'featur', 'game', 'past', 'gener', 'love', 'chime', 'pitc']"
434,"['dont', 'even', 'know', 'music']"
435,"['charli', 'pride', 'listen', 'grow', 'music', 'live', 'longer', 'basebal', 'career']"
436,"['peopl', 'use', 'never', 'chart', 'spite', 'alway', 'thought', 'silli', 'bcoz', 'never', 'made', 'music']"
437,"['alway', 'stream', 'whole', 'album', 'enough', 'make', 'happi']"
438,"['watch', 'wild', 'rose', 'first', 'time', 'listen', 'noth', 'jessi', 'buckley', 'sing', 'countri', 'music']"
439,"['thank', 'theyv', 'lower', 'volum', 'music', 'slightli', 'last', 'year', 'ear', 'wont', 'bleed', 'home']"
440,"['congratul', 'win', 'daesang', 'fact', 'music', 'award']"
441,"['nowplay', 'london', '𝒷𝓇𝒾𝓁𝓁𝒾𝒶𝓃𝓉', 'bestofthebest', 'last', 'show', 'music', 'newmus']"
442,"['woke', 'person', 'stuff', 'care', 'cool', 'music', 'woah', 'hard', 'goodidk']"
443,"['listen', 'dude', 'copi', 'copi', 'copi', 'becom', 'medicin', 'anna']"
444,"['coacoac', 'music', 'industri', 'right']"
445,"['updat', 'charley', 'pride', 'countri', 'music', 'first', 'black', 'star', 'die']"
446,"['rememb', 'contract', 'appl', 'music', 'independ', 'stream']"
447,"['charley', 'pride', 'countri', 'music', 'first', 'black', 'star', 'die']"
448,"['cant', 'word', 'explain', 'pair', 'listen', 'music', 'understand', 'worth', 'much']"
449,"['know', 'artist', 'similar', 'music', 'citi', 'gave', 'asthma']"
450,"['parent', 'cream', 'without', 'blast', 'boyfriend', 'night', 'caus', 'like', 'music']"
451,"['watch', 'alot', 'horror', 'moviesback', 'futur', 'trilogyaoton', 'piec', 'read', 'fright', 'night', 'comi']"
452,"['miley', 'cyru', 'music', 'isnt', 'actual']"
453,"['monthli', 'listen', 'updat', 'world', 'keep', 'sharingstream']"
454,"['timothé', 'chalamet', 'host', 'music', 'bruce', 'springsteen', 'street', 'band', 'tonight']"
455,"['appl', 'music', 'song', 'willow', 'champagn', 'problem', 'titd', 'bodi', 'crime', 'gol']"
456,"['mountain', 'music', 'festiv', 'bmmfxbrightwin', 'winmetawin']"
457,"['pride', 'sold', 'million', 'record', 'hit', 'includ', 'kiss', 'angel', 'good', 'morn', 'die', 'dalla', 'complic', 'covi']"
458,"['tier', 'come', 'ladi', 'gaga', 'music', 'video', 'period']"
459,"['post', 'song', 'music']"
460,"['love', 'music', 'smile', 'miss']"
461,"['taylor', 'cant', 'respect']"
462,"['passion', 'music', 'share', 'sound', 'guitar', 'center', 'findyoursound', 'gccareer']"
463,"['worldwid', 'itun', 'album', 'chart', 'evermorealbum', 'day', 'worldwid', 'appl', 'music', 'album', 'chart', 'evermor']"
464,"['sing', 'mask', 'encor', 'stage', 'music', 'cut', 'still', 'sound', 'like', 'live', 'vocal']"
465,"['linkin', 'park', 'endors', 'trump', 'author', 'organ', 'music', 'ceas', 'desist']"
466,"['taylor', 'allderdic', 'appl', 'music', 'pleas']"
467,"['oldi', 'aruba', 'brightest', 'music', 'place']"
468,"['miss', 'take', 'verzuz', 'battl', 'saturday', 'listen', 'verzuz', 'cheat']"
469,"['photo', 'gidl', 'weeekli', 'hyun', 'seohyun', 'carpet', 'fact', 'music']"
470,"['wish', 'best', 'wayn', 'pleas', 'send', 'prison', 'inspir', 'make', 'music']"
471,"['dude', 'virtual', 'insan', 'music', 'video', 'infest', 'jojo', 'fan', 'overs']"
472,"['listen', 'music', 'drive', 'rain', 'gtgtgt']"
473,"['fact', 'music', 'award', '뉴이스트']"
474,"['preda', 'slot', 'music']"
475,"['realli', 'hope', 'never', 'came', 'across', 'ungrat', 'anyth', 'toward', 'loui', 'pressur', 'releas', 'music']"
476,"['pandem', 'take', 'anoth', 'music', 'great', 'needless', 'loss']"
477,"['giveon', 'make', 'beauti', 'music']"
478,"['wanna', 'like', 'billion', 'peopl', 'listen', 'music', 'wanna', 'someon', 'special', 'ad', 'song']"
479,"['help', 'watch', 'half', 'music', 'video', 'thank', 'stream']"
480,"['charley', 'pride', 'dead', 'covid', 'complic', 'roll', 'stone']"
481,"['countri', 'music', 'first', 'success', 'black', 'icon', 'charley', 'pride', 'die', 'covid', 'charleypriderip']"
482,"['jinupd', 'fact', 'music', 'award', 'carpet', 'react', 'recommend', 'share']"
483,"['play', 'gorg', 'tune', 'enjoy', 'sound', 'deephous', 'love', 'music']"
484,"['voic', 'music', 'ear', 'wide', 'awak', 'matter', 'your', 'watch']"
485,"['fuck', 'corps', 'music', 'here', 'made', 'corpsehusbandfanart']"
486,"['monday', 'releas', 'record', 'watch', 'everi', 'music', 'video', 'sit', 'what', 'favourit', 'mu']"
487,"['cheeki', 'dumpl']"
488,"['dress', 'jojo', 'siwa', 'kid', 'love', 'especi', 'danc']"
489,"['charley', 'pride', 'countri', 'music', 'first', 'black', 'superstar', 'die', 'anoth', 'talent', 'music', 'legend', 'hit']"
490,"['music', 'lovesick', 'girl', 'certifi', 'gold', 'music', 'join', 'like']"
491,"['peopl', 'call', 'liar', 'scare', 'damn', 'music', 'game', 'get', 'weird']"
492,"['love', 'countri', 'music', 'seri', 'learn', 'much']"
493,"['hard', 'music', 'genr', 'artist', 'life', 'listen', 'like', 'old']"
494,"['appl', 'music']"
495,"['solo', 'arena', 'vibe', 'music', 'come', 'question']"
496,"['appl', 'music', 'thing', 'search', 'song', 'play', 'start', 'autoplay', 'similar', 'music', 'mayb']"
497,[]
498,"['kiss', 'angel', 'good', 'mornin', 'charley']"
499,"['havent', 'listen', 'project', 'year', 'treat', 'emot', 'amaz']"
500,"['much', 'today', 'end', 'clean', 'hous', 'listen', 'music']"
501,"['think', 'airpod', 'weird', 'name', 'overear', 'headphon', 'appl', 'land', 'pod', 'music', 'ipod', 'earpod', 'homepod', 'air']"
502,"['savor', 'best', 'nextgener', 'countri', 'music', 'kane', 'brown', 'colter', 'wall', 'watch', 'tonight', 'pbsreno']"
503,"['music', 'bank', 'work', 'johnni', 'johnni']"
504,"['perfect', 'music', 'video', 'vancouv', 'doesnt', 'exi']"
505,"['need', 'curat', 'playlist', 'appl', 'music']"
506,"['music', 'stop', 'dark', 'nova', 'kaiser']"
507,"['need', 'christma', 'music']"
508,"['trailblaz', 'countri', 'superstar', 'charley', 'pride', 'dead', 'coronaviru', 'complic', 'via']"
509,"['right', 'music', 'count', 'offici', 'sparkl', 'who', 'mtvxmisspap']"
510,"['ever', 'feel', 'like', 'mind', 'know', 'overthink', 'realli']"
511,"['seen', 'viral', 'moment', 'chang', 'musician', 'live', 'go', 'manifest', 'hope', 'guy', 'like', 'music']"
512,"['famili', 'outsid', 'nice', 'weather', 'noth', 'good', 'vibe', 'countri', 'music', 'good']"
513,"['sister', 'brother', 'collis', 'music', 'mayhem', 'time', 'tunein', 'liveinlockdown', 'aneangel', 'gue']"
514,"['charley', 'pride', 'countri', 'music', 'first', 'black', 'superstar', 'die', 'covid', 'take', 'anoth', 'pride']"
515,"['great', 'gospel', 'music', 'listen', 'live', 'link', 'great']"
516,"['anyon', 'look', 'chill', 'relax', 'place', 'hangout', 'make', 'awesom', 'friend', 'vibe', 'music', 'room', 'enjoy', 'movi']"
517,"['miss', 'go', 'random', 'bar', 'meet', 'interest', 'peopl', 'random', 'convers', 'see', 'live', 'musi']"
518,"['warhamm', 'stuff', 'tri', 'find', 'music', 'mood', 'play', 'playli']"
519,"['ronni', 'milsap', 'pay', 'tribut', 'charley', 'pride', 'pleas', 'everyon', 'ever', 'love', 'kiss', 'angel', 'good', 'morn', 'mountain']"
520,"['drink', 'listen', 'song', 'appl', 'music']"
521,"['classic', 'goe', 'crazi']"
522,"['want', 'togeth', 'listen', 'music', 'deep', 'convers', 'make', 'genuin', 'happ']"
523,"['lost', 'treasur', 'member', 'ascap', 'famili', 'today', 'charleyprid', 'superstar', 'countri', 'music', 'alltim']"
524,"['nowplay', 'arthur', 'christma', 'submitcom', 'music', 'indiemus']"
525,"['countri', 'music', 'legend', 'charley', 'pride', 'die', 'covid', 'complic', 'dalla']"
526,"['want', 'lover', 'danc', 'kitchen', 'pretti', 'music', 'much']"
527,"['refus', 'debat', 'music', 'bunch', 'kid', 'damn', 'thing']"
528,"['favorit', 'time', 'countri', 'music', 'charley', 'kissanangelgoodmorn']"
529,"['magic', 'music', 'mythic', 'arena', 'open', 'come', 'join']"
530,"['mario', 'kart', 'music', 'best', 'work', 'essay']"
531,"['realli', 'think', 'thing', 'notic', 'lot', 'artist']"
532,"['tbz', 'award', 'new', 'hallyu', 'male', 'perform', 'soba', 'best', 'kmusic', 'award', 'best', 'artist', 'asia', 'japan', 'gold', 'di']"
533,"['charley', 'pride', 'countri', 'music', 'first', 'black', 'superstar', 'hit', 'die', 'complic', 'covid']"
534,"['even', 'penguin', 'troll', 'davido', 'music', 'drag', 'tund', 'ednut', 'wetin']"
535,"['standard', 'music', 'start', 'dark']"
536,"['movi', 'music', 'workout', 'watch', 'tutori', 'photographi', 'photoshop', 'stuff', 'excit']"
537,"['grew', 'listen', 'charley', 'pride', 'love', 'music']"
538,"['ashanti', 'music', 'enough', 'hit', 'keyshia']"
539,"['pain', 'best', 'therapi', 'combin', 'music']"
540,"['fact', 'music', 'award', 'trophi', 'best', 'perform', 'prize', 'love', 'midzi', 'love', 'support', 'thank', 'make', 'itzi']"
541,"['listen', 'choic', 'tma', 'fact', 'listen', 'love', 'music', 'listen', 'music', 'pick']"
542,"['blackpink', 'impact', 'melon', 'biggest', 'biggest', 'bug', 'biggest', 'geni', 'biggest', 'spotifi', 'biggest', 'appl']"
543,"['almost', 'music', 'listen', 'wonder', 'horni', 'time']"
544,"['thing', 'life', 'make', 'work', 'never', 'wild', 'journey', 'could', 'love', 'word']"
545,"['thank', 'hometown', 'station', 'discov', 'music', 'gorgeou', 'woman']"
546,"['hous', 'music']"
547,"['also', 'know', 'holiday', 'season', 'lone', 'turn']"
548,"['compar', 'even', 'make', 'type', 'music']"
549,"['break', 'charley', 'pride', 'barrierbust', 'bariton', 'singer', 'becam', 'fist', 'black', 'musician', 'induct', 'countri']"
550,"['shootaround', 'music', 'citi', 'show', 'hoop', 'junki', 'like', 'host']"
551,"['cudi', 'special', 'special', 'artist', 'reinvent', 'soundscap', 'music', 'industri', 'brought', 'emot']"
